period,raid,boss,class_id,spec_id,spec,dps,map_id,difficulty,encounter_id,bossfight_id,datetime,duration,source_url
four_weeks_40,SSC,Hydross,4,2,Subtlety Rogue,24658,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=0&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Hydross,6,0,Blood DK,24319,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=0&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Hydross,4,0,Assassination Rogue,23895,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=0&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Hydross,1,1,Fury Warrior,23142,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=0&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Hydross,9,2,Destruction Warlock,22755,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=0&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Hydross,6,2,Unholy DK,21919,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=0&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Hydross,8,2,Frost Mage,18020,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=0&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Hydross,11,1,Feral Druid,16823,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=0&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Hydross,6,1,Frost DK,12548,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=0&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Lurker,8,0,Arcane Mage,37710,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=1&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Lurker,3,2,Survival Hunter,34531,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=1&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Lurker,9,1,Demonology Warlock,33833,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=1&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Lurker,7,0,Elemental Shaman,33595,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=1&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Lurker,11,0,Balance Druid,31986,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=1&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Lurker,8,1,Fire Mage,31731,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=1&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Lurker,3,1,Marksmanship Hunter,30588,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=1&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Lurker,9,0,Affliction Warlock,30523,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=1&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Lurker,5,2,Shadow Priest,29737,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=1&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Lurker,4,1,Combat Rogue,28705,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=1&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Lurker,7,1,Enhancement Shaman,28000,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=1&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Lurker,3,0,Beast Mastery Hunter,27469,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=1&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Lurker,2,2,Retribution Paladin,27409,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=1&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Lurker,1,0,Arms Warrior,25205,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=1&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Lurker,4,2,Subtlety Rogue,24658,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=1&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Lurker,6,0,Blood DK,24319,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=1&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Lurker,4,0,Assassination Rogue,23895,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=1&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Lurker,1,1,Fury Warrior,23142,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=1&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Lurker,9,2,Destruction Warlock,22755,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=1&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Lurker,6,2,Unholy DK,21919,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=1&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Lurker,8,2,Frost Mage,18020,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=1&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Lurker,11,1,Feral Druid,16823,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=1&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Lurker,6,1,Frost DK,12548,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=1&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Leotheras,8,0,Arcane Mage,37710,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=2&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Leotheras,3,2,Survival Hunter,34531,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=2&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Leotheras,9,1,Demonology Warlock,33833,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=2&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Leotheras,7,0,Elemental Shaman,33595,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=2&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Leotheras,11,0,Balance Druid,31986,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=2&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Leotheras,8,1,Fire Mage,31731,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=2&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Leotheras,3,1,Marksmanship Hunter,30588,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=2&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Leotheras,9,0,Affliction Warlock,30523,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=2&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Leotheras,5,2,Shadow Priest,29737,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=2&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Leotheras,4,1,Combat Rogue,28705,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=2&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Leotheras,7,1,Enhancement Shaman,28000,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=2&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Leotheras,3,0,Beast Mastery Hunter,27469,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=2&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Leotheras,2,2,Retribution Paladin,27409,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=2&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Leotheras,1,0,Arms Warrior,25205,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=2&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Leotheras,4,2,Subtlety Rogue,24658,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=2&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Leotheras,6,0,Blood DK,24319,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=2&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Leotheras,4,0,Assassination Rogue,23895,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=2&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Leotheras,1,1,Fury Warrior,23142,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=2&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Leotheras,9,2,Destruction Warlock,22755,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=2&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Leotheras,6,2,Unholy DK,21919,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=2&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Leotheras,8,2,Frost Mage,18020,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=2&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Leotheras,11,1,Feral Druid,16823,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=2&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Leotheras,6,1,Frost DK,12548,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=2&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Karathress,8,0,Arcane Mage,37710,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=3&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Karathress,3,2,Survival Hunter,34531,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=3&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Karathress,9,1,Demonology Warlock,33833,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=3&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Karathress,7,0,Elemental Shaman,33595,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=3&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Karathress,11,0,Balance Druid,31986,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=3&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Karathress,8,1,Fire Mage,31731,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=3&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Karathress,3,1,Marksmanship Hunter,30588,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=3&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Karathress,9,0,Affliction Warlock,30523,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=3&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Karathress,5,2,Shadow Priest,29737,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=3&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Karathress,4,1,Combat Rogue,28705,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=3&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Karathress,7,1,Enhancement Shaman,28000,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=3&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Karathress,3,0,Beast Mastery Hunter,27469,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=3&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Karathress,2,2,Retribution Paladin,27409,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=3&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Karathress,1,0,Arms Warrior,25205,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=3&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Karathress,4,2,Subtlety Rogue,24658,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=3&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Karathress,6,0,Blood DK,24319,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=3&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Karathress,4,0,Assassination Rogue,23895,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=3&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Karathress,1,1,Fury Warrior,23142,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=3&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Karathress,9,2,Destruction Warlock,22755,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=3&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Karathress,6,2,Unholy DK,21919,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=3&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Karathress,8,2,Frost Mage,18020,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=3&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Karathress,11,1,Feral Druid,16823,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=3&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Karathress,6,1,Frost DK,12548,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=3&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Morogrim,8,0,Arcane Mage,37710,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=4&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Morogrim,3,2,Survival Hunter,34531,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=4&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Morogrim,9,1,Demonology Warlock,33833,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=4&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Morogrim,7,0,Elemental Shaman,33595,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=4&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Morogrim,11,0,Balance Druid,31986,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=4&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Morogrim,8,1,Fire Mage,31731,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=4&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Morogrim,3,1,Marksmanship Hunter,30588,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=4&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Morogrim,9,0,Affliction Warlock,30523,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=4&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Morogrim,5,2,Shadow Priest,29737,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=4&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Morogrim,4,1,Combat Rogue,28705,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=4&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Morogrim,7,1,Enhancement Shaman,28000,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=4&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Morogrim,3,0,Beast Mastery Hunter,27469,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=4&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Morogrim,2,2,Retribution Paladin,27409,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=4&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Morogrim,1,0,Arms Warrior,25205,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=4&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Morogrim,4,2,Subtlety Rogue,24658,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=4&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Morogrim,6,0,Blood DK,24319,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=4&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Morogrim,4,0,Assassination Rogue,23895,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=4&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Morogrim,1,1,Fury Warrior,23142,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=4&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Morogrim,9,2,Destruction Warlock,22755,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=4&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Morogrim,6,2,Unholy DK,21919,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=4&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Morogrim,8,2,Frost Mage,18020,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=4&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Morogrim,11,1,Feral Druid,16823,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=4&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Morogrim,6,1,Frost DK,12548,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=4&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Lady Vashj,8,0,Arcane Mage,37710,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=5&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Lady Vashj,3,2,Survival Hunter,34531,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=5&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Lady Vashj,9,1,Demonology Warlock,33833,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=5&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Lady Vashj,7,0,Elemental Shaman,33595,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=5&parsings=40&week_from=2026-07-16&week_to=2026-08-19
four_weeks_40,SSC,Lady Vashj,11,0,Balance Druid,31986,,,,,,,https://sirus.su/api/base/x1/leaderboard/pve?ladder=specializations&type=dps&aggregation=avg&page=1&perPage=50&order=39&boss=5&parsings=40&week_from=2026-07-16&week_to=2026-08-19
